Color by field,Color by swap,Country,Region,Sector,Top country,Units,Year,Capacity (MW),Capacity GW & Generation TWh,Capacity MW & Generation GWh,Generation (GWh),Number of Records,Report year
Wind,Sector,Brazil,Americas,Wind,Brazil,GWh,2020,,57.05071,57050.71,57050.71,1,2021
Biomass,Sector,Brazil,Americas,Biomass,Brazil,MW,2020,14977.99005,14.97799005,14977.99005,,1,2021
Coal,Sector,Brazil,Americas,Coal,Brazil,MW,2020,3453.13,3.45313,3453.13,,1,2021
Hydroelectric,Sector,Brazil,Americas,Hydroelectric,Brazil,MW,2020,103001.028,103.001028,103001.028,,1,2021
Natural Gas,Sector,Brazil,Americas,Natural Gas,Brazil,MW,2020,15437.63739,15.43763739,15437.63739,,1,2021
Nuclear,Sector,Brazil,Americas,Nuclear,Brazil,MW,2020,1990,1.99,1990,,1,2021
Oil,Sector,Brazil,Americas,Oil,Brazil,MW,2020,8891.10937,8.89110937,8891.10937,,1,2021
Hydroelectric,Sector,Brazil,Americas,Hydroelectric,Brazil,MW,2020,6227.65989,6.22765989,6227.65989,,1,2021
Solar,Sector,Brazil,Americas,Solar,Brazil,MW,2020,10027,10.027,10027,,1,2021
Wind,Sector,Brazil,Americas,Wind,Brazil,MW,2020,16585,16.585,16585,,1,2021
Biomass,Sector,Brazil,Americas,Biomass,Brazil,GWh,2021,,51.711,51711,51711,1,2022
Coal,Sector,Brazil,Americas,Coal,Brazil,GWh,2021,,17.585,17585,17585,1,2022
Hydroelectric,Sector,Brazil,Americas,Hydroelectric,Brazil,GWh,2021,,341.7449153,341744.9153,341744.9153,1,2022
Natural Gas,Sector,Brazil,Americas,Natural Gas,Brazil,GWh,2021,,86.861,86861,86861,1,2022
Nuclear,Sector,Brazil,Americas,Nuclear,Brazil,GWh,2021,,14.705,14705,14705,1,2022
Oil,Sector,Brazil,Americas,Oil,Brazil,GWh,2021,,18.244,18244,18244,1,2022
Hydroelectric,Sector,Brazil,Americas,Hydroelectric,Brazil,GWh,2021,,21.07308473,21073.08473,21073.08473,1,2022
Solar,Sector,Brazil,Americas,Solar,Brazil,GWh,2021,,16.752,16752,16752,1,2022
Wind,Sector,Brazil,Americas,Wind,Brazil,GWh,2021,,72.286,72286,72286,1,2022
Biomass,Sector,Brazil,Americas,Biomass,Brazil,MW,2021,15615.65605,15.61565605,15615.65605,,1,2022
Coal,Sector,Brazil,Americas,Coal,Brazil,MW,2021,3453.13,3.45313,3453.13,,1,2022
Hydroelectric,Sector,Brazil,Americas,Hydroelectric,Brazil,MW,2021,103001.028,103.001028,103001.028,,1,2022
Natural Gas,Sector,Brazil,Americas,Natural Gas,Brazil,MW,2021,16977.20339,16.97720339,16977.20339,,1,2022
Nuclear,Sector,Brazil,Americas,Nuclear,Brazil,MW,2021,1990,1.99,1990,,1,2022
Oil,Sector,Brazil,Americas,Oil,Brazil,MW,2021,9047.27237,9.04727237,9047.27237,,1,2022
Hydroelectric,Sector,Brazil,Americas,Hydroelectric,Brazil,MW,2021,6351.37289,6.35137289,6351.37289,,1,2022
Solar,Sector,Brazil,Americas,Solar,Brazil,MW,2021,17188,17.188,17188,,1,2022
Wind,Sector,Brazil,Americas,Wind,Brazil,MW,2021,18877,18.877,18877,,1,2022
Biomass,Sector,Egypt,Middle East & Africa,Biomass,Other countries,GWh,2010,,0,0,0,1,2011
Coal,Sector,Egypt,Middle East & Africa,Coal,Other countries,GWh,2010,,0,0,0,1,2011
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,GWh,2010,,12.863,12863,12863,1,2011
Natural Gas,Sector,Egypt,Middle East & Africa,Natural Gas,Other countries,GWh,2010,,71.489,71489,71489,1,2011
Nuclear,Sector,Egypt,Middle East & Africa,Nuclear,Other countries,GWh,2010,,0,0,0,1,2011
Oil,Sector,Egypt,Middle East & Africa,Oil,Other countries,GWh,2010,,53.2967,53296.7,53296.7,1,2011
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,GWh,2010,,0,0,0,1,2011
Solar,Sector,Egypt,Middle East & Africa,Solar,Other countries,GWh,2010,,0,0,0,1,2011
Wind,Sector,Egypt,Middle East & Africa,Wind,Other countries,GWh,2010,,1.133,1133,1133,1,2011
Biomass,Sector,Egypt,Middle East & Africa,Biomass,Other countries,MW,2010,0,0,0,,1,2011
Coal,Sector,Egypt,Middle East & Africa,Coal,Other countries,MW,2010,0,0,0,,1,2011
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,MW,2010,2800,2.8,2800,,1,2011
Natural Gas,Sector,Egypt,Middle East & Africa,Natural Gas,Other countries,MW,2010,9978,9.978,9978,,1,2011
Nuclear,Sector,Egypt,Middle East & Africa,Nuclear,Other countries,MW,2010,0,0,0,,1,2011
Oil,Sector,Egypt,Middle East & Africa,Oil,Other countries,MW,2010,11458,11.458,11458,,1,2011
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,MW,2010,0,0,0,,1,2011
Solar,Sector,Egypt,Middle East & Africa,Solar,Other countries,MW,2010,0,0,0,,1,2011
Wind,Sector,Egypt,Middle East & Africa,Wind,Other countries,MW,2010,547,0.547,547,,1,2011
Biomass,Sector,Egypt,Middle East & Africa,Biomass,Other countries,GWh,2011,,0,0,0,1,2012
Coal,Sector,Egypt,Middle East & Africa,Coal,Other countries,GWh,2011,,0,0,0,1,2012
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,GWh,2011,,13.046,13046,13046,1,2012
Natural Gas,Sector,Egypt,Middle East & Africa,Natural Gas,Other countries,GWh,2011,,75.632,75632,75632,1,2012
Nuclear,Sector,Egypt,Middle East & Africa,Nuclear,Other countries,GWh,2011,,0,0,0,1,2012
Oil,Sector,Egypt,Middle East & Africa,Oil,Other countries,GWh,2011,,56.3855,56385.5,56385.5,1,2012
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,GWh,2011,,0,0,0,1,2012
Solar,Sector,Egypt,Middle East & Africa,Solar,Other countries,GWh,2011,,0,0,0,1,2012
Wind,Sector,Egypt,Middle East & Africa,Wind,Other countries,GWh,2011,,1.485,1485,1485,1,2012
Biomass,Sector,Egypt,Middle East & Africa,Biomass,Other countries,MW,2011,0,0,0,,1,2012
Coal,Sector,Egypt,Middle East & Africa,Coal,Other countries,MW,2011,0,0,0,,1,2012
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,MW,2011,2800,2.8,2800,,1,2012
Natural Gas,Sector,Egypt,Middle East & Africa,Natural Gas,Other countries,MW,2011,10668,10.668,10668,,1,2012
Nuclear,Sector,Egypt,Middle East & Africa,Nuclear,Other countries,MW,2011,0,0,0,,1,2012
Oil,Sector,Egypt,Middle East & Africa,Oil,Other countries,MW,2011,13092,13.092,13092,,1,2012
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,MW,2011,0,0,0,,1,2012
Solar,Sector,Egypt,Middle East & Africa,Solar,Other countries,MW,2011,0,0,0,,1,2012
Wind,Sector,Egypt,Middle East & Africa,Wind,Other countries,MW,2011,547,0.547,547,,1,2012
Biomass,Sector,Egypt,Middle East & Africa,Biomass,Other countries,GWh,2012,,0,0,0,1,2013
Coal,Sector,Egypt,Middle East & Africa,Coal,Other countries,GWh,2012,,0,0,0,1,2013
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,GWh,2012,,14.084,14084,14084,1,2013
Natural Gas,Sector,Egypt,Middle East & Africa,Natural Gas,Other countries,GWh,2012,,86.048,86048,86048,1,2013
Nuclear,Sector,Egypt,Middle East & Africa,Nuclear,Other countries,GWh,2012,,0,0,0,1,2013
Oil,Sector,Egypt,Middle East & Africa,Oil,Other countries,GWh,2012,,59.164,59164,59164,1,2013
Hydroelectric,Sector,Egypt,Middle East & Africa,Hydroelectric,Other countries,GWh,2012,,0,0,0,1,2013
